-7492, 6488, 4096, 12676, -1221, -6515, -8224, 6944, 3980, 12636, -1373, -5909, -9496, 8868, 3664, 12306, -2293, -2095, -7232, 7640, 1884, 11517, -2785, 1100, -5820, 6492, 1100, 9957, -4079, 2870, -3940, 5636, 728, 8598, -4460, 3406, -2308, 5216, 768, 7527, -3509, 2924, -1616, 5460, 788, 6225, -3159, 2103, -1392, 5996, 716, 4818, -2412, 1216, -1792, 6360, 572, 3445, -1330, 789, -3460, 7888, 2224, 1882, -471, 1296, -4088, 8748, 3508, 726, -1333, 2599, -4204, 8628, 5172, 1296, -4570, 4918, -2472, 5172, 6116, -776, -6515, 5107, -2652, 7024, 3632, -966, -7975, 4767, -1676, 6936, 3288, -2059, -8233, 5138, -1836, 6364, 2880, -4168, -7924, 5724
-8, 1868, 3676, -11577, 2753, 7140, 412, 1580, 3952, -11492, 3290, 6818, 216, 1808, 5372, -10872, 5843, 5565, -36, 1776, 7048, -10081, 8070, 4589, -1456, 1740, 8216, -9498, 8689, 4077, -2692, 1780, 8948, -9740, 8064, 5181, -3104, 1840, 9700, -10731, 7177, 7463, -1792, 1380, 10052, -11856, 6644, 9535, -660, 172, 10156, -12517, 5724, 11709, 1540, -1436, 9312, -12666, 4962, 12605, 3440, -2892, 8220, -13441, 5997, 12113, 4272, -3700, 8112, -14995, 7798, 10918, 3248, -3744, 9496, -16949, 9521, 9797, 1604, -3284, 11592, -18753, 10153, 9423, -20, -3136, 13048, -19862, 8669, 10331, -456, -3276, 13692, -20465, 6683, 12331, 504, -4380, 13272, -20805, 5433, 14435
84, 6348, 4720, -3768, -733, 5729, 428, 6032, 5260, -3804, -1032, 5728, 936, 5216, 4348, -5158, -971, 5875, 1832, 4600, 4356, -5699, 384, 4876, 1248, 4680, 5080, -6652, 2084, 4524, 1108, 3688, 5568, -5885, 2920, 3460, -80, 4172, 6196, -6634, 4743, 4405, -692, 4308, 6792, -8170, 5855, 4725, -1224, 3984, 7728, -9026, 5665, 5551, -976, 4180, 8612, -9207, 5326, 7112, -44, 3912, 8928, -9510, 4310, 9181, 1500, 2444, 9012, -9556, 3786, 10455, 3600, 648, 7784, -10359, 4717, 10327, 3656, -256, 7352, -12007, 5431, 9488, 3464, -1248, 7252, -14126, 6367, 8469, 2804, -1356, 7536, -16872, 7985, 7568, 2384, -1048, 8668, -20131, 9905, 7550
-940, 8132, 5816, 18604, 4523, -11173, -1988, 3592, 15184, 19589, 3574, -10934, -2532, 4448, 6756, 21130, 796, -9303, -1808, 3400, 6664, 18676, -2433, -7694, -856, 4724, 5128, 16685, -2672, -6479, -900, 5100, 5012, 17431, -1464, -6175, -624, 4268, 4488, 17586, -957, -6084, -1148, 4364, 4352, 17544, -1508, -6021, -1004, 3576, 4120, 17524, -2096, -5747, -1312, 3732, 2496, 16973, -2981, -5731, -2096, 4084, 1272, 15907, -3667, -5412, -3492, 4532, 708, 14409, -4999, -4818, -4632, 5032, 508, 13054, -6469, -3555, -5464, 6092, -1068, 11533, -7525, -1869, -5624, 6168, -3396, 9481, -7377, 26, -5316, 6152, -3952, 6825, -6680, 1790, -4804, 5900, -3864, 4531, -5940, 3185
4860, -18508, 22880, -32512, 7884, 1770, 4924, -17240, 22712, -32512, 7976, 1780, 5888, -16300, 30768, -32512, 6231, 981, 5056, -14980, 29412, -28525, 5210, -597, 1272, -13460, 25904, -22584, 4055, -1715, -1016, -13072, 24204, -18688, 1389, -1180, -684, -13460, 24680, -14102, -1067, -1089, -1568, -12388, 23288, -8947, -3730, -954, -2088, -12436, 21392, -4740, -4889, -47, -1824, -12960, 19192, -1618, -5871, 769, 192, -13720, 19148, 1100, -7087, 661, 1648, -13968, 19488, 3953, -8494, -508, 1272, -13560, 18696, 5791, -10997, -1516, 772, -13256, 17860, 7107, -13205, -1792, 476, -13092, 17372, 8510, -15554, -2340, 128, -12692, 16968, 10081, -16944, -2306, 344, -12296, 15748, 11785, -16489, -2055
100, 2280, 3912, 4902, 3296, 2583, 244, 2212, 3956, 4925, 3240, 2177, -464, 3308, 3808, 4617, 2427, 518, -1636, 4424, 3776, 3694, 1793, 19, -2784, 5332, 3752, 2761, 1148, 435, -3668, 5332, 3548, 1890, 258, 1542, -3196, 5380, 3592, 875, -984, 2578, -2616, 4816, 3732, -538, -2628, 3586, -1864, 4276, 3904, -1847, -3617, 4157, -2152, 4892, 4156, -3347, -4041, 4700, -1736, 4208, 3696, -4215, -3805, 5339, -1560, 3612, 2792, -5272, -2703, 5626, -1588, 2576, 1488, -6969, -788, 5942, -992, 1752, 1004, -9055, 2085, 5661, -1824, 1620, 1200, -11207, 4964, 5326, -520, 124, 1692, -13049, 8524, 6088, -3348, -556, 4740, -14673, 8183, 6445
0, -12304, 5248, -9544, -2220, -5600, -856, -15392, 13964, -9944, -1337, -5808, -604, -15636, 13052, -11300, 1892, -6272, -3464, -14328, 14852, -9714, 3573, -6193, -4492, -11684, 15312, -7778, 4251, -5119, -5200, -10916, 16772, -5809, 3922, -2627, -4460, -9932, 18544, -3884, 1566, 394, -2660, -10636, 20580, -1384, -1197, 2317, -1128, -10960, 21168, 1882, -3399, 4134, 868, -12460, 21852, 5493, -4807, 4766, 2696, -13124, 21760, 9300, -5347, 4319, 3312, -13036, 20432, 12844, -6015, 3361, 3448, -13708, 18696, 15209, -6993, 2087, 2560, -13084, 17440, 17117, -7979, 1525, 1864, -12720, 16996, 18915, -8613, 1170, 1452, -12184, 16716, 20624, -8868, 1522, 2212, -12684, 17024, 22265, -8661, 1809
-4068, 5504, -412, -7453, -513, 1394, -4764, 5088, 912, -7620, -434, 1735, -6624, 5388, 1304, -7840, 302, 5094, -5148, 5448, 492, -9819, 1747, 8418, -3560, 3784, 560, -11702, 3598, 9818, -2748, 3096, 852, -13536, 5693, 10388, -1908, 1812, 2660, -14431, 7776, 10472, -1076, 1452, 4040, -15520, 9610, 9433, -2364, 1368, 4604, -18008, 9538, 9936, -1828, 712, 7008, -20421, 8690, 11238, -1032, 148, 8548, -21359, 5890, 12446, 784, -1440, 8520, -20790, 3398, 12833, 1916, -2968, 7328, -20101, 2382, 12343, 2012, -3560, 5116, -20600, 3640, 11659, 1852, -4680, 3556, -22253, 6696, 10844, 1120, -5168, 4292, -24589, 10449, 10418, -476, -5008, 7604, -26840, 13063, 11392
1700, 2876, 1124, 20400, -5808, -12866, 1688, 3256, 768, 19858, -4800, -13141, -3780, 4724, 544, 18193, -1416, -12954, -6732, 7512, -2820, 14323, 947, -10898, -8880, 9816, -436, 11514, 1407, -6738, -6240, 7764, 1972, 10286, 1680, -3493, -5296, 7916, 4136, 10497, 1106, -1521, -4452, 6248, 4176, 11052, -71, -254, -4328, 6288, 3772, 10819, -2252, 790, -3368, 5712, 2212, 10444, -3512, 1297, -2572, 5344, 704, 9650, -4073, 1157, -2232, 5640, -496, 8542, -4291, 729, -3132, 6524, -1372, 6662, -4317, 798, -3712, 6820, -1108, 4912, -3896, 1598, -2752, 7076, -2224, 2857, -2957, 2956, -2864, 6780, -112, 1532, -2710, 3397, -2120, 6616, 288, -597, -3332, 4264
14764, -32512, 20148, -32512, 15855, 17654, 15272, -32512, 21132, -32512, 16261, 16539, 15692, -32512, 25212, -32512, 18377, 9791, 9732, -32512, 31936, -32512, 17991, 4475, 6996, -26744, 32767, -32512, 12543, 4364, 7688, -23752, 32767, -32512, 12132, 4497, 9156, -14800, 32767, -32512, 7087, 3080, 3016, -18880, 32767, -30626, 7536, 1940, 2868, -17716, 32767, -18645, 1813, -688, -904, -14936, 29660, -10469, -4997, -2161, -1576, -17152, 19948, -6894, -9899, -2708, -3388, -15676, 14228, -5227, -12594, -2797, -3592, -15328, 10668, -3264, -12189, -2037, -2656, -14080, 10764, -1106, -10402, -1216, -672, -14252, 11440, 1616, -7979, -739, 604, -14232, 13356, 3495, -7474, -842, 1992, -14092, 16180, 5374, -8017, -1200
-4804, 1064, 9672, 27390, -7852, -12055, -4956, 1208, 8776, 27340, -8450, -11547, -4612, 2252, 4340, 25241, -9316, -8740, -4556, 1916, 3712, 24201, -8753, -6223, -3024, 1196, 1540, 23071, -6318, -5228, -1868, 144, 1836, 21891, -4411, -5164, -844, 112, 2124, 20816, -3770, -6031, -1280, 976, 1748, 19720, -3861, -7030, -2964, 2304, 640, 18613, -3866, -7335, -4872, 3696, -788, 17091, -3658, -6515, -5928, 4372, -772, 14913, -3545, -5050, -6220, 4600, -544, 12897, -3739, -3218, -6008, 4992, -924, 10905, -3881, -1171, -5408, 4492, -1032, 8901, -4024, 434, -4448, 4016, -1052, 6960, -3575, 1406, -3968, 3424, -792, 4934, -3222, 1666, -3248, 3592, -704, 2932, -2417, 1465
12048, -5256, 6320, 20162, -3089, -21212, 12352, -5248, 6696, 19097, -488, -21262, 9896, -3976, 13848, 18207, 8703, -21830, 5796, -3008, 17616, 19284, 7910, -20148, 6260, -5252, 17860, 19413, 5940, -19756, 988, -452, 9532, 22854, 5284, -20414, 4372, -1908, 15700, 25109, 4589, -20507, 2244, -1284, 15416, 27042, 1944, -20275, 1936, -968, 13644, 27593, -907, -19400, 1532, 184, 11724, 28066, -1526, -19251, -500, 1144, 9784, 27509, -1499, -17869, -928, 456, 9380, 26464, -2458, -16554, -1628, 808, 9060, 26041, -3919, -15295, -2920, 1260, 8356, 25809, -5358, -14338, -4700, 2280, 6788, 24520, -7519, -12335, -4428, 2364, 4736, 22992, -9696, -10579, -3236, 616, 3148, 21253, -9425, -9978
-14932, -28736, 32767, -32512, 11298, -15299, -2356, -23172, 32767, -32512, 7345, -14370, -6748, -22420, 32767, -32512, -900, -12176, -6560, -17532, 32767, -29155, -10822, -6244, -4596, -16412, 32767, -21136, -16839, -2053, -3212, -14808, 32767, -13426, -20718, 1036, -1436, -14028, 31632, -5405, -22313, 2398, 524, -14136, 29208, 2693, -21286, 2396, 616, -14520, 27288, 10625, -18430, 290, -584, -14064, 24484, 17790, -15614, -1447, -1744, -14360, 22440, 24360, -12681, -2453, -3560, -15228, 21792, 29295, -12584, -2327, -4324, -16092, 20692, 32767, -13306, -1526, -4508, -17696, 20192, 32767, -13584, -697, -3700, -18592, 19416, 32767, -13738, -448, -4072, -19048, 19488, 32767, -14160, 124, 224, -20712, 17488, 32767, -14705, 505
4556, 2552, 2272, -24768, 9730, 10951, 4532, 2136, 3920, -25509, 11259, 11291, 3584, -724, 10492, -27223, 10142, 12651, 7292, -4348, 8280, -28095, 7644, 11865, 7828, -6016, 7080, -29667, 7791, 9539, 7220, -7276, 6808, -31960, 7530, 7573, 6344, -9056, 6768, -32512, 7753, 5626, 4708, -10988, 7668, -32512, 8539, 4294, 5252, -11288, 7932, -32512, 9575, 3732, 2772, -12704, 9320, -32512, 12070, 3845, 1448, -15524, 13264, -32512, 11149, 5778, 1004, -15108, 15088, -32512, 8051, 6120, 452, -15540, 13612, -32512, 5764, 6887, 1652, -18436, 11328, -32512, 5527, 8304, 3372, -20872, 12008, -32512, 4181, 8846, 3404, -22336, 12560, -32512, 1500, 9195, 8608, -24164, 8140, -32512, 2193, 9110
8452, -19392, 14896, 32767, -13296, -9940, 8696, -19424, 14896, 32767, -12891, -10249, 9844, -18612, 14140, 32767, -9915, -11833, 10996, -17360, 14732, 32767, -8245, -13207, 12668, -17296, 15464, 32767, -8016, -14675, 15172, -17348, 14856, 32767, -7545, -16634, 16652, -17692, 14552, 32767, -4613, -19280, 16104, -16676, 14812, 32767, -2591, -22323, 14704, -15152, 15600, 32767, -1738, -24141, 13816, -13356, 15996, 32767, -1360, -24239, 12656, -11560, 16120, 32202, -1535, -24187, 13104, -10500, 18592, 32342, -1998, -23366, 13404, -10740, 18532, 32767, -2063, -23609, 14292, -10928, 18016, 32767, -2953, -24222, 14804, -10344, 17840, 32767, -3872, -25148, 13756, -9740, 17256, 32767, -5544, -26170, 12612, -9076, 16112, 32767, -6898, -26901
